Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Procente, Valoare
Masculin, Gorj, Anul 2004, Procente, 8.6
Masculin, Gorj, Anul 2005, Procente, 10
Masculin, Gorj, Anul 2006, Procente, 9.6
Masculin, Gorj, Anul 2007, Procente, 5.2
Masculin, Gorj, Anul 2008, Procente, 6.8
Masculin, Gorj, Anul 2009, Procente, 10.8
Masculin, Gorj, Anul 2010, Procente, 9.9
Masculin, Gorj, Anul 2011, Procente, 7.8
Masculin, Gorj, Anul 2012, Procente, 7.8
Masculin, Gorj, Anul 2013, Procente, 8.5
Masculin, Gorj, Anul 2014, Procente, 7.7
Masculin, Gorj, Anul 2015, Procente, 8.1
Masculin, Gorj, Anul 2016, Procente, 8.2
Masculin, Gorj, Anul 2017, Procente, 6.6
Masculin, Gorj, Anul 2018, Procente, 4.4
Masculin, Gorj, Anul 2019, Procente, 3.4
Masculin, Gorj, Anul 2020, Procente, 3.9
Masculin, Gorj, Anul 2021, Procente, 3.5
Masculin, Mehedinti, Anul 1991, Procente, 2.6
Masculin, Mehedinti, Anul 1992, Procente, 4.9
Masculin, Mehedinti, Anul 1993, Procente, 8.6
Masculin, Mehedinti, Anul 1994, Procente, 7.2
Masculin, Mehedinti, Anul 1995, Procente, 6.4
Masculin, Mehedinti, Anul 1996, Procente, 5.3
Masculin, Mehedinti, Anul 1997, Procente, 8.6
Masculin, Mehedinti, Anul 1998, Procente, 10.5
Masculin, Mehedinti, Anul 1999, Procente, 10.6
Masculin, Mehedinti, Anul 2000, Procente, 11.8
Masculin, Mehedinti, Anul 2001, Procente, 9.9
Masculin, Mehedinti, Anul 2002, Procente, 9.8
Masculin, Mehedinti, Anul 2003, Procente, 10.1
Masculin, Mehedinti, Anul 2004, Procente, 11.9
Masculin, Mehedinti, Anul 2005, Procente, 11.2
Masculin, Mehedinti, Anul 2006, Procente, 10.5
Masculin, Mehedinti, Anul 2007, Procente, 8.9
Masculin, Mehedinti, Anul 2008, Procente, 9.9
Masculin, Mehedinti, Anul 2009, Procente, 15.7
Masculin, Mehedinti, Anul 2010, Procente, 12
Masculin, Mehedinti, Anul 2011, Procente, 10.9
Masculin, Mehedinti, Anul 2012, Procente, 11.2
Masculin, Mehedinti, Anul 2013, Procente, 12.2
Masculin, Mehedinti, Anul 2014, Procente, 11.3
Masculin, Mehedinti, Anul 2015, Procente, 12.8
Masculin, Mehedinti, Anul 2016, Procente, 10.5
Masculin, Mehedinti, Anul 2017, Procente, 10.5
Masculin, Mehedinti, Anul 2018, Procente, 8.4
Masculin, Mehedinti, Anul 2019, Procente, 7.2
Masculin, Mehedinti, Anul 2020, Procente, 6.7
Masculin, Mehedinti, Anul 2021, Procente, 7
Masculin, Olt, Anul 1991, Procente, 3.2
Masculin, Olt, Anul 1992, Procente, 7.4
Masculin, Olt, Anul 1993, Procente, 11.1
Masculin, Olt, Anul 1994, Procente, 13.1
Masculin, Olt, Anul 1995, Procente, 7.6
Masculin, Olt, Anul 1996, Procente, 4.2
Masculin, Olt, Anul 1997, Procente, 8.3
Masculin, Olt, Anul 1998, Procente, 10.2
Masculin, Olt, Anul 1999, Procente, 11.5
Masculin, Olt, Anul 2000, Procente, 10.7
Masculin, Olt, Anul 2001, Procente, 8.8
Masculin, Olt, Anul 2002, Procente, 11.7
Masculin, Olt, Anul 2003, Procente, 12.9
Masculin, Olt, Anul 2004, Procente, 9.4
Masculin, Olt, Anul 2005, Procente, 8.6
Masculin, Olt, Anul 2006, Procente, 7.7
Masculin, Olt, Anul 2007, Procente, 5.3
Masculin, Olt, Anul 2008, Procente, 5.7
Masculin, Olt, Anul 2009, Procente, 10.7
Masculin, Olt, Anul 2010, Procente, 9.6
Masculin, Olt, Anul 2011, Procente, 7.9
Masculin, Olt, Anul 2012, Procente, 9
Masculin, Olt, Anul 2013, Procente, 9.9
Masculin, Olt, Anul 2014, Procente, 9.7
Masculin, Olt, Anul 2015, Procente, 9.4
Masculin, Olt, Anul 2016, Procente, 10.2
Masculin, Olt, Anul 2017, Procente, 8
Masculin, Olt, Anul 2018, Procente, 6.8
Masculin, Olt, Anul 2019, Procente, 5.7
Masculin, Olt, Anul 2020, Procente, 5.9
Masculin, Olt, Anul 2021, Procente, 5.8
Masculin, Valcea, Anul 1991, Procente, 2.5
Masculin, Valcea, Anul 1992, Procente, 6.1
Masculin, Valcea, Anul 1993, Procente, 9.5
Masculin, Valcea, Anul 1994, Procente, 10
Masculin, Valcea, Anul 1995, Procente, 11.5
Masculin, Valcea, Anul 1996, Procente, 9.4
Masculin, Valcea, Anul 1997, Procente, 11.7
Masculin, Valcea, Anul 1998, Procente, 14
Masculin, Valcea, Anul 1999, Procente, 11.7
Masculin, Valcea, Anul 2000, Procente, 12.4
Masculin, Valcea, Anul 2001, Procente, 14.4
Masculin, Valcea, Anul 2002, Procente, 12.1
Masculin, Valcea, Anul 2003, Procente, 9.9
Masculin, Valcea, Anul 2004, Procente, 8
Masculin, Valcea, Anul 2005, Procente, 6.7
Masculin, Valcea, Anul 2006, Procente, 4.8
Masculin, Valcea, Anul 2007, Procente, 3.1
Masculin, Valcea, Anul 2008, Procente, 4.1
Masculin, Valcea, Anul 2009, Procente, 8.3
Masculin, Valcea, Anul 2010, Procente, 7.8
Masculin, Valcea, Anul 2011, Procente, 5.2
Masculin, Valcea, Anul 2012, Procente, 6.5
Masculin, Valcea, Anul 2013, Procente, 6.8
Masculin, Valcea, Anul 2014, Procente, 5.8
Masculin, Valcea, Anul 2015, Procente, 4.7
Masculin, Valcea, Anul 2016, Procente, 4.9
Masculin, Valcea, Anul 2017, Procente, 3.9
Masculin, Valcea, Anul 2018, Procente, 2.9
Masculin, Valcea, Anul 2019, Procente, 2.6
Masculin, Valcea, Anul 2020, Procente, 3.2
Masculin, Valcea, Anul 2021, Procente, 3.1
Masculin, Arad, Anul 1991, Procente, .6
Masculin, Arad, Anul 1992, Procente, 4.2
Masculin, Arad, Anul 1993, Procente, 6.5
Masculin, Arad, Anul 1994, Procente, 7.3
Masculin, Arad, Anul 1995, Procente, 4.5
Masculin, Arad, Anul 1996, Procente, 2.4
Masculin, Arad, Anul 1997, Procente, 4.9
Masculin, Arad, Anul 1998, Procente, 8.4
Masculin, Arad, Anul 1999, Procente, 9.8
Masculin, Arad, Anul 2000, Procente, 9.4
Masculin, Arad, Anul 2001, Procente, 6.4
Masculin, Arad, Anul 2002, Procente, 4.9
Masculin, Arad, Anul 2003, Procente, 4.9
Masculin, Arad, Anul 2004, Procente, 3.9
Masculin, Arad, Anul 2005, Procente, 4
Masculin, Arad, Anul 2006, Procente, 3.7
Masculin, Arad, Anul 2007, Procente, 2.1
Masculin, Arad, Anul 2008, Procente, 2.9
Masculin, Arad, Anul 2009, Procente, 7.1
Masculin, Arad, Anul 2010, Procente, 5.5
Masculin, Arad, Anul 2011, Procente, 3.6
Masculin, Arad, Anul 2012, Procente, 3.8
Masculin, Arad, Anul 2013, Procente, 3.2
Masculin, Arad, Anul 2014, Procente, 2.8
Masculin, Arad, Anul 2015, Procente, 2.2
Masculin, Arad, Anul 2016, Procente, 2.3
Masculin, Arad, Anul 2017, Procente, 1.5
Masculin, Arad, Anul 2018, Procente, 1.2
Masculin, Arad, Anul 2019, Procente, 1.1
Masculin, Arad, Anul 2020, Procente, 1.7
Masculin, Arad, Anul 2021, Procente, 1.3
Masculin, Caras-Severin, Anul 1991, Procente, 2
Masculin, Caras-Severin, Anul 1992, Procente, 7.2
Masculin, Caras-Severin, Anul 1993, Procente, 8.6
Masculin, Caras-Severin, Anul 1994, Procente, 7.7
Masculin, Caras-Severin, Anul 1995, Procente, 7.2
Masculin, Caras-Severin, Anul 1996, Procente, 5.5
Masculin, Caras-Severin, Anul 1997, Procente, 11.2
Masculin, Caras-Severin, Anul 1998, Procente, 10.8
Masculin, Caras-Severin, Anul 1999, Procente, 11
Masculin, Caras-Severin, Anul 2000, Procente, 8.7
Masculin, Caras-Severin, Anul 2001, Procente, 11
Masculin, Caras-Severin, Anul 2002, Procente, 10
Masculin, Caras-Severin, Anul 2003, Procente, 10.4
Masculin, Caras-Severin, Anul 2004, Procente, 9.9
Masculin, Caras-Severin, Anul 2005, Procente, 8.5
Masculin, Caras-Severin, Anul 2006, Procente, 6.8
Masculin, Caras-Severin, Anul 2007, Procente, 7.2
Masculin, Caras-Severin, Anul 2008, Procente, 6
Masculin, Caras-Severin, Anul 2009, Procente, 10.6
Masculin, Caras-Severin, Anul 2010, Procente, 9.3
Masculin, Caras-Severin, Anul 2011, Procente, 5.6
Masculin, Caras-Severin, Anul 2012, Procente, 5.8
Masculin, Caras-Severin, Anul 2013, Procente, 6.1
Masculin, Caras-Severin, Anul 2014, Procente, 4.7
Masculin, Caras-Severin, Anul 2015, Procente, 4.4
Masculin, Caras-Severin, Anul 2016, Procente, 2.3
Masculin, Caras-Severin, Anul 2017, Procente, 3.8
Masculin, Caras-Severin, Anul 2018, Procente, 3.3
Masculin, Caras-Severin, Anul 2019, Procente, 3.1
Masculin, Caras-Severin, Anul 2020, Procente, 3.2
Masculin, Caras-Severin, Anul 2021, Procente, 2.4
Masculin, Hunedoara, Anul 1991, Procente, 1.4
Masculin, Hunedoara, Anul 1992, Procente, 2.7
Masculin, Hunedoara, Anul 1993, Procente, 4.6
Masculin, Hunedoara, Anul 1994, Procente, 5.9
Masculin, Hunedoara, Anul 1995, Procente, 7.2
Masculin, Hunedoara, Anul 1996, Procente, 6.4
Masculin, Hunedoara, Anul 1997, Procente, 13.5
Masculin, Hunedoara, Anul 1998, Procente, 16.7
Masculin, Hunedoara, Anul 1999, Procente, 20.5
Masculin, Hunedoara, Anul 2000, Procente, 15.5
Masculin, Hunedoara, Anul 2001, Procente, 14.7
Masculin, Hunedoara, Anul 2002, Procente, 9.2
Masculin, Hunedoara, Anul 2003, Procente, 13.1
Masculin, Hunedoara, Anul 2004, Procente, 11.2
Masculin, Hunedoara, Anul 2005, Procente, 9.5
Masculin, Hunedoara, Anul 2006, Procente, 6.8
Masculin, Hunedoara, Anul 2007, Procente, 4.3
Masculin, Hunedoara, Anul 2008, Procente, 5.7
Masculin, Hunedoara, Anul 2009, Procente, 10.4
Masculin, Hunedoara, Anul 2010, Procente, 8.8
Masculin, Hunedoara, Anul 2011, Procente, 6.1
Masculin, Hunedoara, Anul 2012, Procente, 6.6
Masculin, Hunedoara, Anul 2013, Procente, 7.3
Masculin, Hunedoara, Anul 2014, Procente, 6.3
Masculin, Hunedoara, Anul 2015, Procente, 5.9
Masculin, Hunedoara, Anul 2016, Procente, 5.5
Masculin, Hunedoara, Anul 2017, Procente, 4.4
Masculin, Hunedoara, Anul 2018, Procente, 3.1
Masculin, Hunedoara, Anul 2019, Procente, 2.7
Masculin, Hunedoara, Anul 2020, Procente, 2.8
Masculin, Hunedoara, Anul 2021, Procente, 3.8
Masculin, Timis, Anul 1991, Procente, .8
Masculin, Timis, Anul 1992, Procente, 2.7
Masculin, Timis, Anul 1993, Procente, 4.2
Masculin, Timis, Anul 1994, Procente, 5.3
Masculin, Timis, Anul 1995, Procente, 2.8
Masculin, Timis, Anul 1996, Procente, 1.9
Masculin, Timis, Anul 1997, Procente, 3.6
Masculin, Timis, Anul 1998, Procente, 5.5
Masculin, Timis, Anul 1999, Procente, 8.8
Masculin, Timis, Anul 2000, Procente, 8.1
Masculin, Timis, Anul 2001, Procente, 6.6
Masculin, Timis, Anul 2002, Procente, 4
Masculin, Timis, Anul 2003, Procente, 3.5
Masculin, Timis, Anul 2004, Procente, 2.6
Masculin, Timis, Anul 2005, Procente, 2.2
Masculin, Timis, Anul 2006, Procente, 2.1
Masculin, Timis, Anul 2007, Procente, 1.4
Masculin, Timis, Anul 2008, Procente, 1.4
Masculin, Timis, Anul 2009, Procente, 4.2
Masculin, Timis, Anul 2010, Procente, 3.7
Masculin, Timis, Anul 2011, Procente, 1.7
Masculin, Timis, Anul 2012, Procente, 1.8
Masculin, Timis, Anul 2013, Procente, 1.7
Masculin, Timis, Anul 2014, Procente, 1.4
Masculin, Timis, Anul 2015, Procente, 1.1
Masculin, Timis, Anul 2016, Procente, 1
Masculin, Timis, Anul 2017, Procente, .9
Masculin, Timis, Anul 2018, Procente, .6
Masculin, Timis, Anul 2019, Procente, .6
Masculin, Timis, Anul 2020, Procente, 1
Masculin, Timis, Anul 2021, Procente, .6
Feminin, Bihor, Anul 1991, Procente, 2.7
Feminin, Bihor, Anul 1992, Procente, 8.8
Feminin, Bihor, Anul 1993, Procente, 9.1
Feminin, Bihor, Anul 1994, Procente, 7.5
Feminin, Bihor, Anul 1995, Procente, 6.4
Feminin, Bihor, Anul 1996, Procente, 2.9
Feminin, Bihor, Anul 1997, Procente, 3.2
Feminin, Bihor, Anul 1998, Procente, 4.5
Feminin, Bihor, Anul 1999, Procente, 4.8
Feminin, Bihor, Anul 2000, Procente, 3.6
Feminin, Bihor, Anul 2001, Procente, 2.9
Feminin, Bihor, Anul 2002, Procente, 2.5
Feminin, Bihor, Anul 2003, Procente, 2.1
Feminin, Bihor, Anul 2004, Procente, 1.7
Feminin, Bihor, Anul 2005, Procente, 2.1
Feminin, Bihor, Anul 2006, Procente, 2.1
Feminin, Bihor, Anul 2007, Procente, 1.9
Feminin, Bihor, Anul 2008, Procente, 2.9
Feminin, Bihor, Anul 2009, Procente, 5
Feminin, Bihor, Anul 2010, Procente, 4.9
Feminin, Bihor, Anul 2011, Procente, 3.7
Feminin, Bihor, Anul 2012, Procente, 3.7
Feminin, Bihor, Anul 2013, Procente, 3.4
Feminin, Bihor, Anul 2014, Procente, 3.3
Feminin, Bihor, Anul 2015, Procente, 3.3
Feminin, Bihor, Anul 2016, Procente, 2.4
Feminin, Bihor, Anul 2017, Procente, 2.4
Feminin, Bihor, Anul 2018, Procente, 1.7
Feminin, Bihor, Anul 2019, Procente, 1.7
Feminin, Bihor, Anul 2020, Procente, 2.9
Feminin, Bihor, Anul 2021, Procente, 1.8
Feminin, Bistrita-Nasaud, Anul 1991, Procente, 5
Feminin, Bistrita-Nasaud, Anul 1992, Procente, 16.7
Feminin, Bistrita-Nasaud, Anul 1993, Procente, 23.5
Feminin, Bistrita-Nasaud, Anul 1994, Procente, 25.1
Feminin, Bistrita-Nasaud, Anul 1995, Procente, 20.3
Feminin, Bistrita-Nasaud, Anul 1996, Procente, 8.9
Feminin, Bistrita-Nasaud, Anul 1997, Procente, 10.7
Feminin, Bistrita-Nasaud, Anul 1998, Procente, 12.4
Feminin, Bistrita-Nasaud, Anul 1999, Procente, 13.2
Feminin, Bistrita-Nasaud, Anul 2000, Procente, 12.3
Feminin, Bistrita-Nasaud, Anul 2001, Procente, 10.4
Feminin, Bistrita-Nasaud, Anul 2002, Procente, 9.7
Feminin, Bistrita-Nasaud, Anul 2003, Procente, 7.1
Feminin, Bistrita-Nasaud, Anul 2004, Procente, 7.2
Feminin, Bistrita-Nasaud, Anul 2005, Procente, 4
Feminin, Bistrita-Nasaud, Anul 2006, Procente, 3
Feminin, Bistrita-Nasaud, Anul 2007, Procente, 2.5
Feminin, Bistrita-Nasaud, Anul 2008, Procente, 3
Feminin, Bistrita-Nasaud, Anul 2009, Procente, 7.2
Feminin, Bistrita-Nasaud, Anul 2010, Procente, 6
Feminin, Bistrita-Nasaud, Anul 2011, Procente, 4.8
Feminin, Bistrita-Nasaud, Anul 2012, Procente, 4.6
Feminin, Bistrita-Nasaud, Anul 2013, Procente, 4.7
Feminin, Bistrita-Nasaud, Anul 2014, Procente, 4.4
Feminin, Bistrita-Nasaud, Anul 2015, Procente, 3.5
Feminin, Bistrita-Nasaud, Anul 2016, Procente, 3.6
Feminin, Bistrita-Nasaud, Anul 2017, Procente, 3.3
Feminin, Bistrita-Nasaud, Anul 2018, Procente, 3.6
Feminin, Bistrita-Nasaud, Anul 2019, Procente, 2.9
Feminin, Bistrita-Nasaud, Anul 2020, Procente, 4.1
Feminin, Bistrita-Nasaud, Anul 2021, Procente, 4
Feminin, Cluj, Anul 1991, Procente, 3.9
Feminin, Cluj, Anul 1992, Procente, 10.3
Feminin, Cluj, Anul 1993, Procente, 9.4
Feminin, Cluj, Anul 1994, Procente, 12.2
Feminin, Cluj, Anul 1995, Procente, 12.4
Feminin, Cluj, Anul 1996, Procente, 10.1
Feminin, Cluj, Anul 1997, Procente, 10.8
Feminin, Cluj, Anul 1998, Procente, 12
Feminin, Cluj, Anul 1999, Procente, 12.2
Feminin, Cluj, Anul 2000, Procente, 11.3
Feminin, Cluj, Anul 2001, Procente, 8.9
Feminin, Cluj, Anul 2002, Procente, 9.9
Feminin, Cluj, Anul 2003, Procente, 8
Feminin, Cluj, Anul 2004, Procente, 5
Feminin, Cluj, Anul 2005, Procente, 4.5
Feminin, Cluj, Anul 2006, Procente, 3.7
Feminin, Cluj, Anul 2007, Procente, 3.4
Feminin, Cluj, Anul 2008, Procente, 3.3
Feminin, Cluj, Anul 2009, Procente, 6.5
Feminin, Cluj, Anul 2010, Procente, 4.8
Feminin, Cluj, Anul 2011, Procente, 4
Feminin, Cluj, Anul 2012, Procente, 4.1
Feminin, Cluj, Anul 2013, Procente, 3.6
Feminin, Cluj, Anul 2014, Procente, 2.9
Feminin, Cluj, Anul 2015, Procente, 2.5
Feminin, Cluj, Anul 2016, Procente, 2.5
Feminin, Cluj, Anul 2017, Procente, 2.3
Feminin, Cluj, Anul 2018, Procente, 1.5
Feminin, Cluj, Anul 2019, Procente, 1.5
Feminin, Cluj, Anul 2020, Procente, 2.1
Feminin, Cluj, Anul 2021, Procente, 1.5
Feminin, Maramures, Anul 1991, Procente, 3.8
Feminin, Maramures, Anul 1992, Procente, 8.8
Feminin, Maramures, Anul 1993, Procente, 10.5
Feminin, Maramures, Anul 1994, Procente, 11
Feminin, Maramures, Anul 1995, Procente, 9.5
Feminin, Maramures, Anul 1996, Procente, 3.2
Feminin, Maramures, Anul 1997, Procente, 9.1
Feminin, Maramures, Anul 1998, Procente, 8
Feminin, Maramures, Anul 1999, Procente, 10.2
Feminin, Maramures, Anul 2000, Procente, 8.5
Feminin, Maramures, Anul 2001, Procente, 5.8
Feminin, Maramures, Anul 2002, Procente, 4.7
Feminin, Maramures, Anul 2003, Procente, 4.8
Feminin, Maramures, Anul 2004, Procente, 3.8
Feminin, Maramures, Anul 2005, Procente, 4
Feminin, Maramures, Anul 2006, Procente, 3.2
Feminin, Maramures, Anul 2007, Procente, 2.9
Feminin, Maramures, Anul 2008, Procente, 3.5
Feminin, Maramures, Anul 2009, Procente, 5.5
Feminin, Maramures, Anul 2010, Procente, 5.7
Feminin, Maramures, Anul 2011, Procente, 3.9
Feminin, Maramures, Anul 2012, Procente, 3.8
Feminin, Maramures, Anul 2013, Procente, 3.6
Feminin, Maramures, Anul 2014, Procente, 3.4
Feminin, Maramures, Anul 2015, Procente, 3.4
Feminin, Maramures, Anul 2016, Procente, 3.3
Feminin, Maramures, Anul 2017, Procente, 3.1
Feminin, Maramures, Anul 2018, Procente, 3.4
Feminin, Maramures, Anul 2019, Procente, 2.7
Feminin, Maramures, Anul 2020, Procente, 2.5
Feminin, Maramures, Anul 2021, Procente, 2.5
Feminin, Satu Mare, Anul 1991, Procente, 4
Feminin, Satu Mare, Anul 1992, Procente, 10.1
Feminin, Satu Mare, Anul 1993, Procente, 11.2
Feminin, Satu Mare, Anul 1994, Procente, 9.8
Feminin, Satu Mare, Anul 1995, Procente, 7.5
Feminin, Satu Mare, Anul 1996, Procente, 5.4
Feminin, Satu Mare, Anul 1997, Procente, 4
Feminin, Satu Mare, Anul 1998, Procente, 4.6
Feminin, Satu Mare, Anul 1999, Procente, 4.8
Feminin, Satu Mare, Anul 2000, Procente, 3.4
Feminin, Satu Mare, Anul 2001, Procente, 2.3
Feminin, Satu Mare, Anul 2002, Procente, 3.5
Feminin, Satu Mare, Anul 2003, Procente, 2.2
Feminin, Satu Mare, Anul 2004, Procente, 1.4
Feminin, Satu Mare, Anul 2005, Procente, 2.7
Feminin, Satu Mare, Anul 2006, Procente, 2.7
Feminin, Satu Mare, Anul 2007, Procente, 2.1
Feminin, Satu Mare, Anul 2008, Procente, 2.6
Feminin, Satu Mare, Anul 2009, Procente, 5.5
Feminin, Satu Mare, Anul 2010, Procente, 4.8
Feminin, Satu Mare, Anul 2011, Procente, 3.9
Feminin, Satu Mare, Anul 2012, Procente, 4
Feminin, Satu Mare, Anul 2013, Procente, 3.8
Feminin, Satu Mare, Anul 2014, Procente, 3.8
Feminin, Satu Mare, Anul 2015, Procente, 3.6
Feminin, Satu Mare, Anul 2016, Procente, 3.6
Feminin, Satu Mare, Anul 2017, Procente, 2.9
Feminin, Satu Mare, Anul 2018, Procente, 2.5
Feminin, Satu Mare, Anul 2019, Procente, 2.4
Feminin, Satu Mare, Anul 2020, Procente, 3.8
Feminin, Satu Mare, Anul 2021, Procente, 3.6
Feminin, Salaj, Anul 1991, Procente, 5.3
Feminin, Salaj, Anul 1992, Procente, 13.4
Feminin, Salaj, Anul 1993, Procente, 14.3
Feminin, Salaj, Anul 1994, Procente, 12.8
Feminin, Salaj, Anul 1995, Procente, 11.6
Feminin, Salaj, Anul 1996, Procente, 8.9
Feminin, Salaj, Anul 1997, Procente, 10.4
Feminin, Salaj, Anul 1998, Procente, 14
Feminin, Salaj, Anul 1999, Procente, 13.2
Feminin, Salaj, Anul 2000, Procente, 9.6
Feminin, Salaj, Anul 2001, Procente, 9.6
Feminin, Salaj, Anul 2002, Procente, 5.8
Feminin, Salaj, Anul 2003, Procente, 6.2
Feminin, Salaj, Anul 2004, Procente, 5.3
Feminin, Salaj, Anul 2005, Procente, 5
Feminin, Salaj, Anul 2006, Procente, 4.8
Feminin, Salaj, Anul 2007, Procente, 4.2
Feminin, Salaj, Anul 2008, Procente, 5.1
Feminin, Salaj, Anul 2009, Procente, 9.2
Feminin, Salaj, Anul 2010, Procente, 7.4
Feminin, Salaj, Anul 2011, Procente, 5.9
Feminin, Salaj, Anul 2012, Procente, 5.3
Feminin, Salaj, Anul 2013, Procente, 5.4
Feminin, Salaj, Anul 2014, Procente, 5
Feminin, Salaj, Anul 2015, Procente, 4.7
Feminin, Salaj, Anul 2016, Procente, 4.3
Feminin, Salaj, Anul 2017, Procente, 4.2
Feminin, Salaj, Anul 2018, Procente, 4.1
Feminin, Salaj, Anul 2019, Procente, 4.1
Feminin, Salaj, Anul 2020, Procente, 5.6
Feminin, Salaj, Anul 2021, Procente, 4.9
Feminin, Alba, Anul 1991, Procente, 1.8
Feminin, Alba, Anul 1992, Procente, 7.3
Feminin, Alba, Anul 1993, Procente, 9.7
Feminin, Alba, Anul 1994, Procente, 9.4
Feminin, Alba, Anul 1995, Procente, 9.2
Feminin, Alba, Anul 1996, Procente, 6
Feminin, Alba, Anul 1997, Procente, 10.6
Feminin, Alba, Anul 1998, Procente, 13.8
Feminin, Alba, Anul 1999, Procente, 13.8
Feminin, Alba, Anul 2000, Procente, 15.2
Feminin, Alba, Anul 2001, Procente, 11.5
Feminin, Alba, Anul 2002, Procente, 12.5
Feminin, Alba, Anul 2003, Procente, 11.7
Feminin, Alba, Anul 2004, Procente, 9.1
Feminin, Alba, Anul 2005, Procente, 7.7
Feminin, Alba, Anul 2006, Procente, 6.8
Feminin, Alba, Anul 2007, Procente, 5.8
Feminin, Alba, Anul 2008, Procente, 7
Feminin, Alba, Anul 2009, Procente, 11.1
Feminin, Alba, Anul 2010, Procente, 9.1
Feminin, Alba, Anul 2011, Procente, 7
Feminin, Alba, Anul 2012, Procente, 7.9
Feminin, Alba, Anul 2013, Procente, 10.3
Feminin, Alba, Anul 2014, Procente, 6.8
Feminin, Alba, Anul 2015, Procente, 5.4
Feminin, Alba, Anul 2016, Procente, 4.8
Feminin, Alba, Anul 2017, Procente, 3.5
Feminin, Alba, Anul 2018, Procente, 3.3
Feminin, Alba, Anul 2019, Procente, 3.1
Feminin, Alba, Anul 2020, Procente, 3.9
Feminin, Alba, Anul 2021, Procente, 3.4
Feminin, Brasov, Anul 1991, Procente, 2
Feminin, Brasov, Anul 1992, Procente, 7.4
Feminin, Brasov, Anul 1993, Procente, 9.4
Feminin, Brasov, Anul 1994, Procente, 9.5
Feminin, Brasov, Anul 1995, Procente, 8
Feminin, Brasov, Anul 1996, Procente, 4.7
Feminin, Brasov, Anul 1997, Procente, 9.7
Feminin, Brasov, Anul 1998, Procente, 10.5
Feminin, Brasov, Anul 1999, Procente, 13.1
Feminin, Brasov, Anul 2000, Procente, 13.2
Feminin, Brasov, Anul 2001, Procente, 11.9
Feminin, Brasov, Anul 2002, Procente, 13.5
Feminin, Brasov, Anul 2003, Procente, 11.1
Feminin, Brasov, Anul 2004, Procente, 10.4
Feminin, Brasov, Anul 2005, Procente, 8.9
Feminin, Brasov, Anul 2006, Procente, 5.8
Feminin, Brasov, Anul 2007, Procente, 5
Feminin, Brasov, Anul 2008, Procente, 4.7
Feminin, Brasov, Anul 2009, Procente, 9
Feminin, Brasov, Anul 2010, Procente, 7.1
Feminin, Brasov, Anul 2011, Procente, 5.1
Feminin, Brasov, Anul 2012, Procente, 5
Feminin, Brasov, Anul 2013, Procente, 4.6
Feminin, Brasov, Anul 2014, Procente, 4.1
Feminin, Brasov, Anul 2015, Procente, 3.8
Feminin, Brasov, Anul 2016, Procente, 3.4
Feminin, Brasov, Anul 2017, Procente, 2.8
Feminin, Brasov, Anul 2018, Procente, 2.4
Feminin, Brasov, Anul 2019, Procente, 2.1
Feminin, Brasov, Anul 2020, Procente, 2.8
Feminin, Brasov, Anul 2021, Procente, 2.2
Feminin, Covasna, Anul 1991, Procente, 3.2
Feminin, Covasna, Anul 1992, Procente, 10.9
Feminin, Covasna, Anul 1993, Procente, 12.3
Feminin, Covasna, Anul 1994, Procente, 10
Feminin, Covasna, Anul 1995, Procente, 8
Feminin, Covasna, Anul 1996, Procente, 4.6
Feminin, Covasna, Anul 1997, Procente, 7.2
Feminin, Covasna, Anul 1998, Procente, 8.9
Feminin, Covasna, Anul 1999, Procente, 11.6
Feminin, Covasna, Anul 2000, Procente, 10.4
Feminin, Covasna, Anul 2001, Procente, 8.1
Feminin, Covasna, Anul 2002, Procente, 7.6
Feminin, Covasna, Anul 2003, Procente, 6.2
Feminin, Covasna, Anul 2004, Procente, 6.4
Feminin, Covasna, Anul 2005, Procente, 7
Feminin, Covasna, Anul 2006, Procente, 6
Feminin, Covasna, Anul 2007, Procente, 5.9
Feminin, Covasna, Anul 2008, Procente, 6.2
Feminin, Covasna, Anul 2009, Procente, 9.1
Feminin, Covasna, Anul 2010, Procente, 8.7
Feminin, Covasna, Anul 2011, Procente, 7.4
Feminin, Covasna, Anul 2012, Procente, 6.4
Feminin, Covasna, Anul 2013, Procente, 6.3
Feminin, Covasna, Anul 2014, Procente, 5.7
Feminin, Covasna, Anul 2015, Procente, 5
Feminin, Covasna, Anul 2016, Procente, 4.6
Feminin, Covasna, Anul 2017, Procente, 3.8
Feminin, Covasna, Anul 2018, Procente, 3.4
Feminin, Covasna, Anul 2019, Procente, 3.2
Feminin, Covasna, Anul 2020, Procente, 5.4
Feminin, Covasna, Anul 2021, Procente, 4.6
Feminin, Harghita, Anul 1991, Procente, 3.1
Feminin, Harghita, Anul 1992, Procente, 10.1
Feminin, Harghita, Anul 1993, Procente, 13
Feminin, Harghita, Anul 1994, Procente, 11.1
Feminin, Harghita, Anul 1995, Procente, 11.2
Feminin, Harghita, Anul 1996, Procente, 7.9
Feminin, Harghita, Anul 1997, Procente, 8.1
Feminin, Harghita, Anul 1998, Procente, 10.1
Feminin, Harghita, Anul 1999, Procente, 9.6
Feminin, Harghita, Anul 2000, Procente, 8.7
Feminin, Harghita, Anul 2001, Procente, 6.9
Feminin, Harghita, Anul 2002, Procente, 6.7
