Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Masculin, Ilfov, Anul 2012, Numar persoane, 21
Masculin, Ilfov, Anul 2013, Numar persoane, 36
Masculin, Ilfov, Anul 2014, Numar persoane, 56
Masculin, Ilfov, Anul 2015, Numar persoane, 77
Masculin, Ilfov, Anul 2016, Numar persoane, 78
Masculin, Ilfov, Anul 2017, Numar persoane, 114
Masculin, Ilfov, Anul 2018, Numar persoane, 124
Masculin, Ilfov, Anul 2019, Numar persoane, 137
Masculin, Ilfov, Anul 2020, Numar persoane, 127
Masculin, Ilfov, Anul 2021, Numar persoane, 186
Masculin, Ilfov, Anul 2022, Numar persoane, 289
Masculin, Municipiul Bucuresti, Anul 1991, Numar persoane, 1807
Masculin, Municipiul Bucuresti, Anul 1992, Numar persoane, 2183
Masculin, Municipiul Bucuresti, Anul 1993, Numar persoane, 1129
Masculin, Municipiul Bucuresti, Anul 1994, Numar persoane, 1535
Masculin, Municipiul Bucuresti, Anul 1995, Numar persoane, 2476
Masculin, Municipiul Bucuresti, Anul 1996, Numar persoane, 2315
Masculin, Municipiul Bucuresti, Anul 1997, Numar persoane, 1829
Masculin, Municipiul Bucuresti, Anul 1998, Numar persoane, 3144
Masculin, Municipiul Bucuresti, Anul 1999, Numar persoane, 1894
Masculin, Municipiul Bucuresti, Anul 2000, Numar persoane, 1252
Masculin, Municipiul Bucuresti, Anul 2001, Numar persoane, 864
Masculin, Municipiul Bucuresti, Anul 2002, Numar persoane, 611
Masculin, Municipiul Bucuresti, Anul 2003, Numar persoane, 733
Masculin, Municipiul Bucuresti, Anul 2004, Numar persoane, 739
Masculin, Municipiul Bucuresti, Anul 2005, Numar persoane, 704
Masculin, Municipiul Bucuresti, Anul 2006, Numar persoane, 946
Masculin, Municipiul Bucuresti, Anul 2007, Numar persoane, 625
Masculin, Municipiul Bucuresti, Anul 2008, Numar persoane, 576
Masculin, Municipiul Bucuresti, Anul 2009, Numar persoane, 752
Masculin, Municipiul Bucuresti, Anul 2010, Numar persoane, 568
Masculin, Municipiul Bucuresti, Anul 2011, Numar persoane, 3099
Masculin, Municipiul Bucuresti, Anul 2012, Numar persoane, 2592
Masculin, Municipiul Bucuresti, Anul 2013, Numar persoane, 2892
Masculin, Municipiul Bucuresti, Anul 2014, Numar persoane, 709
Masculin, Municipiul Bucuresti, Anul 2015, Numar persoane, 1107
Masculin, Municipiul Bucuresti, Anul 2016, Numar persoane, 1623
Masculin, Municipiul Bucuresti, Anul 2017, Numar persoane, 1711
Masculin, Municipiul Bucuresti, Anul 2018, Numar persoane, 1863
Masculin, Municipiul Bucuresti, Anul 2019, Numar persoane, 1862
Masculin, Municipiul Bucuresti, Anul 2020, Numar persoane, 1470
Masculin, Municipiul Bucuresti, Anul 2021, Numar persoane, 2503
Masculin, Municipiul Bucuresti, Anul 2022, Numar persoane, 3565
Masculin, Dolj, Anul 1991, Numar persoane, 193
Masculin, Dolj, Anul 1992, Numar persoane, 124
Masculin, Dolj, Anul 1993, Numar persoane, 88
Masculin, Dolj, Anul 1994, Numar persoane, 86
Masculin, Dolj, Anul 1995, Numar persoane, 202
Masculin, Dolj, Anul 1996, Numar persoane, 207
Masculin, Dolj, Anul 1997, Numar persoane, 187
Masculin, Dolj, Anul 1998, Numar persoane, 119
Masculin, Dolj, Anul 1999, Numar persoane, 113
Masculin, Dolj, Anul 2000, Numar persoane, 147
Masculin, Dolj, Anul 2001, Numar persoane, 125
Masculin, Dolj, Anul 2002, Numar persoane, 57
Masculin, Dolj, Anul 2003, Numar persoane, 78
Masculin, Dolj, Anul 2004, Numar persoane, 122
Masculin, Dolj, Anul 2005, Numar persoane, 99
Masculin, Dolj, Anul 2006, Numar persoane, 123
Masculin, Dolj, Anul 2007, Numar persoane, 89
Masculin, Dolj, Anul 2008, Numar persoane, 64
Masculin, Dolj, Anul 2009, Numar persoane, 99
Masculin, Dolj, Anul 2010, Numar persoane, 65
Masculin, Dolj, Anul 2011, Numar persoane, 143
Masculin, Dolj, Anul 2012, Numar persoane, 139
Masculin, Dolj, Anul 2013, Numar persoane, 115
Masculin, Dolj, Anul 2014, Numar persoane, 119
Masculin, Dolj, Anul 2015, Numar persoane, 131
Masculin, Dolj, Anul 2016, Numar persoane, 247
Masculin, Dolj, Anul 2017, Numar persoane, 210
Masculin, Dolj, Anul 2018, Numar persoane, 217
Masculin, Dolj, Anul 2019, Numar persoane, 230
Masculin, Dolj, Anul 2020, Numar persoane, 195
Masculin, Dolj, Anul 2021, Numar persoane, 316
Masculin, Dolj, Anul 2022, Numar persoane, 435
Masculin, Gorj, Anul 1991, Numar persoane, 52
Masculin, Gorj, Anul 1992, Numar persoane, 47
Masculin, Gorj, Anul 1993, Numar persoane, 21
Masculin, Gorj, Anul 1994, Numar persoane, 23
Masculin, Gorj, Anul 1995, Numar persoane, 32
Masculin, Gorj, Anul 1996, Numar persoane, 41
Masculin, Gorj, Anul 1997, Numar persoane, 47
Masculin, Gorj, Anul 1998, Numar persoane, 28
Masculin, Gorj, Anul 1999, Numar persoane, 14
Masculin, Gorj, Anul 2000, Numar persoane, 27
Masculin, Gorj, Anul 2001, Numar persoane, 16
Masculin, Gorj, Anul 2002, Numar persoane, 15
Masculin, Gorj, Anul 2003, Numar persoane, 26
Masculin, Gorj, Anul 2004, Numar persoane, 16
Masculin, Gorj, Anul 2005, Numar persoane, 15
Masculin, Gorj, Anul 2006, Numar persoane, 19
Masculin, Gorj, Anul 2007, Numar persoane, 19
Masculin, Gorj, Anul 2008, Numar persoane, 15
Masculin, Gorj, Anul 2009, Numar persoane, 15
Masculin, Gorj, Anul 2010, Numar persoane, 20
Masculin, Gorj, Anul 2011, Numar persoane, 29
Masculin, Gorj, Anul 2012, Numar persoane, 32
Masculin, Gorj, Anul 2013, Numar persoane, 27
Masculin, Gorj, Anul 2014, Numar persoane, 24
Masculin, Gorj, Anul 2015, Numar persoane, 44
Masculin, Gorj, Anul 2016, Numar persoane, 56
Masculin, Gorj, Anul 2017, Numar persoane, 62
Masculin, Gorj, Anul 2018, Numar persoane, 76
Masculin, Gorj, Anul 2019, Numar persoane, 96
Masculin, Gorj, Anul 2020, Numar persoane, 67
Masculin, Gorj, Anul 2021, Numar persoane, 125
Masculin, Gorj, Anul 2022, Numar persoane, 182
Masculin, Mehedinti, Anul 1991, Numar persoane, 86
Masculin, Mehedinti, Anul 1992, Numar persoane, 70
Masculin, Mehedinti, Anul 1993, Numar persoane, 37
Masculin, Mehedinti, Anul 1994, Numar persoane, 40
Masculin, Mehedinti, Anul 1995, Numar persoane, 46
Masculin, Mehedinti, Anul 1996, Numar persoane, 55
Masculin, Mehedinti, Anul 1997, Numar persoane, 86
Masculin, Mehedinti, Anul 1998, Numar persoane, 54
Masculin, Mehedinti, Anul 1999, Numar persoane, 45
Masculin, Mehedinti, Anul 2000, Numar persoane, 51
Masculin, Mehedinti, Anul 2001, Numar persoane, 25
Masculin, Mehedinti, Anul 2002, Numar persoane, 17
Masculin, Mehedinti, Anul 2003, Numar persoane, 18
Masculin, Mehedinti, Anul 2004, Numar persoane, 17
Masculin, Mehedinti, Anul 2005, Numar persoane, 13
Masculin, Mehedinti, Anul 2006, Numar persoane, 27
Masculin, Mehedinti, Anul 2007, Numar persoane, 22
Masculin, Mehedinti, Anul 2008, Numar persoane, 15
Masculin, Mehedinti, Anul 2009, Numar persoane, 19
Masculin, Mehedinti, Anul 2010, Numar persoane, 15
Masculin, Mehedinti, Anul 2011, Numar persoane, 45
Masculin, Mehedinti, Anul 2012, Numar persoane, 33
Masculin, Mehedinti, Anul 2013, Numar persoane, 43
Masculin, Mehedinti, Anul 2014, Numar persoane, 32
Masculin, Mehedinti, Anul 2015, Numar persoane, 42
Masculin, Mehedinti, Anul 2016, Numar persoane, 63
Masculin, Mehedinti, Anul 2017, Numar persoane, 64
Masculin, Mehedinti, Anul 2018, Numar persoane, 81
Masculin, Mehedinti, Anul 2019, Numar persoane, 94
Masculin, Mehedinti, Anul 2020, Numar persoane, 65
Masculin, Mehedinti, Anul 2021, Numar persoane, 122
Masculin, Mehedinti, Anul 2022, Numar persoane, 147
Masculin, Olt, Anul 1991, Numar persoane, 45
Masculin, Olt, Anul 1992, Numar persoane, 26
Masculin, Olt, Anul 1993, Numar persoane, 5
Masculin, Olt, Anul 1994, Numar persoane, 17
Masculin, Olt, Anul 1995, Numar persoane, 28
Masculin, Olt, Anul 1996, Numar persoane, 20
Masculin, Olt, Anul 1997, Numar persoane, 35
Masculin, Olt, Anul 1998, Numar persoane, 34
Masculin, Olt, Anul 1999, Numar persoane, 24
Masculin, Olt, Anul 2000, Numar persoane, 41
Masculin, Olt, Anul 2001, Numar persoane, 21
Masculin, Olt, Anul 2002, Numar persoane, 7
Masculin, Olt, Anul 2003, Numar persoane, 15
Masculin, Olt, Anul 2004, Numar persoane, 21
Masculin, Olt, Anul 2005, Numar persoane, 20
Masculin, Olt, Anul 2006, Numar persoane, 23
Masculin, Olt, Anul 2007, Numar persoane, 15
Masculin, Olt, Anul 2008, Numar persoane, 22
Masculin, Olt, Anul 2009, Numar persoane, 24
Masculin, Olt, Anul 2010, Numar persoane, 21
Masculin, Olt, Anul 2011, Numar persoane, 51
Masculin, Olt, Anul 2012, Numar persoane, 89
Masculin, Olt, Anul 2013, Numar persoane, 103
Masculin, Olt, Anul 2014, Numar persoane, 64
Masculin, Olt, Anul 2015, Numar persoane, 70
Masculin, Olt, Anul 2016, Numar persoane, 125
Masculin, Olt, Anul 2017, Numar persoane, 106
Masculin, Olt, Anul 2018, Numar persoane, 167
Masculin, Olt, Anul 2019, Numar persoane, 135
Masculin, Olt, Anul 2020, Numar persoane, 109
Masculin, Olt, Anul 2021, Numar persoane, 186
Masculin, Olt, Anul 2022, Numar persoane, 238
Masculin, Valcea, Anul 1991, Numar persoane, 72
Masculin, Valcea, Anul 1992, Numar persoane, 53
Masculin, Valcea, Anul 1993, Numar persoane, 24
Masculin, Valcea, Anul 1994, Numar persoane, 32
Masculin, Valcea, Anul 1995, Numar persoane, 53
Masculin, Valcea, Anul 1996, Numar persoane, 64
Masculin, Valcea, Anul 1997, Numar persoane, 65
Masculin, Valcea, Anul 1998, Numar persoane, 64
Masculin, Valcea, Anul 1999, Numar persoane, 70
Masculin, Valcea, Anul 2000, Numar persoane, 104
Masculin, Valcea, Anul 2001, Numar persoane, 63
Masculin, Valcea, Anul 2002, Numar persoane, 40
Masculin, Valcea, Anul 2003, Numar persoane, 76
Masculin, Valcea, Anul 2004, Numar persoane, 75
Masculin, Valcea, Anul 2005, Numar persoane, 35
Masculin, Valcea, Anul 2006, Numar persoane, 34
Masculin, Valcea, Anul 2007, Numar persoane, 30
Masculin, Valcea, Anul 2008, Numar persoane, 24
Masculin, Valcea, Anul 2009, Numar persoane, 40
Masculin, Valcea, Anul 2010, Numar persoane, 27
Masculin, Valcea, Anul 2011, Numar persoane, 67
Masculin, Valcea, Anul 2012, Numar persoane, 63
Masculin, Valcea, Anul 2013, Numar persoane, 51
Masculin, Valcea, Anul 2014, Numar persoane, 36
Masculin, Valcea, Anul 2015, Numar persoane, 45
Masculin, Valcea, Anul 2016, Numar persoane, 108
Masculin, Valcea, Anul 2017, Numar persoane, 93
Masculin, Valcea, Anul 2018, Numar persoane, 100
Masculin, Valcea, Anul 2019, Numar persoane, 114
Masculin, Valcea, Anul 2020, Numar persoane, 81
Masculin, Valcea, Anul 2021, Numar persoane, 151
Masculin, Valcea, Anul 2022, Numar persoane, 185
Masculin, Arad, Anul 1991, Numar persoane, 1288
Masculin, Arad, Anul 1992, Numar persoane, 721
Masculin, Arad, Anul 1993, Numar persoane, 1018
Masculin, Arad, Anul 1994, Numar persoane, 363
Masculin, Arad, Anul 1995, Numar persoane, 467
Masculin, Arad, Anul 1996, Numar persoane, 415
Masculin, Arad, Anul 1997, Numar persoane, 469
Masculin, Arad, Anul 1998, Numar persoane, 248
Masculin, Arad, Anul 1999, Numar persoane, 174
Masculin, Arad, Anul 2000, Numar persoane, 197
Masculin, Arad, Anul 2001, Numar persoane, 126
Masculin, Arad, Anul 2002, Numar persoane, 103
Masculin, Arad, Anul 2003, Numar persoane, 113
Masculin, Arad, Anul 2004, Numar persoane, 117
Masculin, Arad, Anul 2005, Numar persoane, 70
Masculin, Arad, Anul 2006, Numar persoane, 124
Masculin, Arad, Anul 2007, Numar persoane, 70
Masculin, Arad, Anul 2008, Numar persoane, 81
Masculin, Arad, Anul 2009, Numar persoane, 91
Masculin, Arad, Anul 2010, Numar persoane, 85
Masculin, Arad, Anul 2011, Numar persoane, 149
Masculin, Arad, Anul 2012, Numar persoane, 214
Masculin, Arad, Anul 2013, Numar persoane, 166
Masculin, Arad, Anul 2014, Numar persoane, 112
Masculin, Arad, Anul 2015, Numar persoane, 150
Masculin, Arad, Anul 2016, Numar persoane, 227
Masculin, Arad, Anul 2017, Numar persoane, 241
Masculin, Arad, Anul 2018, Numar persoane, 263
Masculin, Arad, Anul 2019, Numar persoane, 228
Masculin, Arad, Anul 2020, Numar persoane, 270
Masculin, Arad, Anul 2021, Numar persoane, 362
Masculin, Arad, Anul 2022, Numar persoane, 531
Masculin, Caras-Severin, Anul 1991, Numar persoane, 881
Masculin, Caras-Severin, Anul 1992, Numar persoane, 620
Masculin, Caras-Severin, Anul 1993, Numar persoane, 333
Masculin, Caras-Severin, Anul 1994, Numar persoane, 360
Masculin, Caras-Severin, Anul 1995, Numar persoane, 506
Masculin, Caras-Severin, Anul 1996, Numar persoane, 419
Masculin, Caras-Severin, Anul 1997, Numar persoane, 403
Masculin, Caras-Severin, Anul 1998, Numar persoane, 212
Masculin, Caras-Severin, Anul 1999, Numar persoane, 122
Masculin, Caras-Severin, Anul 2000, Numar persoane, 210
Masculin, Caras-Severin, Anul 2001, Numar persoane, 66
Masculin, Caras-Severin, Anul 2002, Numar persoane, 90
Masculin, Caras-Severin, Anul 2003, Numar persoane, 78
Masculin, Caras-Severin, Anul 2004, Numar persoane, 89
Masculin, Caras-Severin, Anul 2005, Numar persoane, 81
Masculin, Caras-Severin, Anul 2006, Numar persoane, 113
Masculin, Caras-Severin, Anul 2007, Numar persoane, 69
Masculin, Caras-Severin, Anul 2008, Numar persoane, 61
Masculin, Caras-Severin, Anul 2009, Numar persoane, 81
Masculin, Caras-Severin, Anul 2010, Numar persoane, 65
Masculin, Caras-Severin, Anul 2011, Numar persoane, 149
Masculin, Caras-Severin, Anul 2012, Numar persoane, 125
Masculin, Caras-Severin, Anul 2013, Numar persoane, 170
Masculin, Caras-Severin, Anul 2014, Numar persoane, 131
Masculin, Caras-Severin, Anul 2015, Numar persoane, 159
Masculin, Caras-Severin, Anul 2016, Numar persoane, 223
Masculin, Caras-Severin, Anul 2017, Numar persoane, 239
Masculin, Caras-Severin, Anul 2018, Numar persoane, 320
Masculin, Caras-Severin, Anul 2019, Numar persoane, 265
Masculin, Caras-Severin, Anul 2020, Numar persoane, 220
Masculin, Caras-Severin, Anul 2021, Numar persoane, 336
Masculin, Caras-Severin, Anul 2022, Numar persoane, 435
Masculin, Hunedoara, Anul 1991, Numar persoane, 429
Masculin, Hunedoara, Anul 1992, Numar persoane, 324
Masculin, Hunedoara, Anul 1993, Numar persoane, 159
Masculin, Hunedoara, Anul 1994, Numar persoane, 162
Masculin, Hunedoara, Anul 1995, Numar persoane, 255
Masculin, Hunedoara, Anul 1996, Numar persoane, 199
Masculin, Hunedoara, Anul 1997, Numar persoane, 174
Masculin, Hunedoara, Anul 1998, Numar persoane, 140
Masculin, Hunedoara, Anul 1999, Numar persoane, 115
Masculin, Hunedoara, Anul 2000, Numar persoane, 109
Masculin, Hunedoara, Anul 2001, Numar persoane, 72
Masculin, Hunedoara, Anul 2002, Numar persoane, 72
Masculin, Hunedoara, Anul 2003, Numar persoane, 101
Masculin, Hunedoara, Anul 2004, Numar persoane, 96
Masculin, Hunedoara, Anul 2005, Numar persoane, 70
Masculin, Hunedoara, Anul 2006, Numar persoane, 133
Masculin, Hunedoara, Anul 2007, Numar persoane, 91
Masculin, Hunedoara, Anul 2008, Numar persoane, 82
Masculin, Hunedoara, Anul 2009, Numar persoane, 119
Masculin, Hunedoara, Anul 2010, Numar persoane, 71
Masculin, Hunedoara, Anul 2011, Numar persoane, 150
Masculin, Hunedoara, Anul 2012, Numar persoane, 160
Masculin, Hunedoara, Anul 2013, Numar persoane, 182
Masculin, Hunedoara, Anul 2014, Numar persoane, 135
Masculin, Hunedoara, Anul 2015, Numar persoane, 158
Masculin, Hunedoara, Anul 2016, Numar persoane, 255
Masculin, Hunedoara, Anul 2017, Numar persoane, 297
Masculin, Hunedoara, Anul 2018, Numar persoane, 298
Masculin, Hunedoara, Anul 2019, Numar persoane, 266
Masculin, Hunedoara, Anul 2020, Numar persoane, 230
Masculin, Hunedoara, Anul 2021, Numar persoane, 351
Masculin, Hunedoara, Anul 2022, Numar persoane, 530
Masculin, Timis, Anul 1991, Numar persoane, 2292
Masculin, Timis, Anul 1992, Numar persoane, 1996
Masculin, Timis, Anul 1993, Numar persoane, 1185
Masculin, Timis, Anul 1994, Numar persoane, 1273
Masculin, Timis, Anul 1995, Numar persoane, 1337
Masculin, Timis, Anul 1996, Numar persoane, 1199
Masculin, Timis, Anul 1997, Numar persoane, 930
Masculin, Timis, Anul 1998, Numar persoane, 611
Masculin, Timis, Anul 1999, Numar persoane, 308
Masculin, Timis, Anul 2000, Numar persoane, 394
Masculin, Timis, Anul 2001, Numar persoane, 278
Masculin, Timis, Anul 2002, Numar persoane, 223
Masculin, Timis, Anul 2003, Numar persoane, 267
Masculin, Timis, Anul 2004, Numar persoane, 294
Masculin, Timis, Anul 2005, Numar persoane, 258
Masculin, Timis, Anul 2006, Numar persoane, 354
Masculin, Timis, Anul 2007, Numar persoane, 206
Masculin, Timis, Anul 2008, Numar persoane, 203
Masculin, Timis, Anul 2009, Numar persoane, 222
Masculin, Timis, Anul 2010, Numar persoane, 182
Masculin, Timis, Anul 2011, Numar persoane, 458
Masculin, Timis, Anul 2012, Numar persoane, 416
Masculin, Timis, Anul 2013, Numar persoane, 428
Masculin, Timis, Anul 2014, Numar persoane, 262
Masculin, Timis, Anul 2015, Numar persoane, 343
Masculin, Timis, Anul 2016, Numar persoane, 568
Masculin, Timis, Anul 2017, Numar persoane, 546
Masculin, Timis, Anul 2018, Numar persoane, 630
Masculin, Timis, Anul 2019, Numar persoane, 608
Masculin, Timis, Anul 2020, Numar persoane, 507
Masculin, Timis, Anul 2021, Numar persoane, 783
Masculin, Timis, Anul 2022, Numar persoane, 1087
Feminin, Bihor, Anul 1991, Numar persoane, 906
Feminin, Bihor, Anul 1992, Numar persoane, 764
Feminin, Bihor, Anul 1993, Numar persoane, 429
Feminin, Bihor, Anul 1994, Numar persoane, 274
Feminin, Bihor, Anul 1995, Numar persoane, 550
Feminin, Bihor, Anul 1996, Numar persoane, 349
Feminin, Bihor, Anul 1997, Numar persoane, 372
Feminin, Bihor, Anul 1998, Numar persoane, 264
Feminin, Bihor, Anul 1999, Numar persoane, 161
Feminin, Bihor, Anul 2000, Numar persoane, 250
Feminin, Bihor, Anul 2001, Numar persoane, 141
Feminin, Bihor, Anul 2002, Numar persoane, 152
Feminin, Bihor, Anul 2003, Numar persoane, 227
Feminin, Bihor, Anul 2004, Numar persoane, 296
Feminin, Bihor, Anul 2005, Numar persoane, 181
Feminin, Bihor, Anul 2006, Numar persoane, 209
Feminin, Bihor, Anul 2007, Numar persoane, 112
Feminin, Bihor, Anul 2008, Numar persoane, 105
Feminin, Bihor, Anul 2009, Numar persoane, 122
Feminin, Bihor, Anul 2010, Numar persoane, 97
Feminin, Bihor, Anul 2011, Numar persoane, 161
Feminin, Bihor, Anul 2012, Numar persoane, 142
Feminin, Bihor, Anul 2013, Numar persoane, 133
Feminin, Bihor, Anul 2014, Numar persoane, 92
Feminin, Bihor, Anul 2015, Numar persoane, 134
Feminin, Bihor, Anul 2016, Numar persoane, 199
Feminin, Bihor, Anul 2017, Numar persoane, 173
Feminin, Bihor, Anul 2018, Numar persoane, 213
Feminin, Bihor, Anul 2019, Numar persoane, 220
Feminin, Bihor, Anul 2020, Numar persoane, 158
Feminin, Bihor, Anul 2021, Numar persoane, 284
Feminin, Bihor, Anul 2022, Numar persoane, 383
Feminin, Bistrita-Nasaud, Anul 1991, Numar persoane, 176
Feminin, Bistrita-Nasaud, Anul 1992, Numar persoane, 122
Feminin, Bistrita-Nasaud, Anul 1993, Numar persoane, 65
Feminin, Bistrita-Nasaud, Anul 1994, Numar persoane, 71
Feminin, Bistrita-Nasaud, Anul 1995, Numar persoane, 169
Feminin, Bistrita-Nasaud, Anul 1996, Numar persoane, 117
Feminin, Bistrita-Nasaud, Anul 1997, Numar persoane, 124
Feminin, Bistrita-Nasaud, Anul 1998, Numar persoane, 60
Feminin, Bistrita-Nasaud, Anul 1999, Numar persoane, 81
Feminin, Bistrita-Nasaud, Anul 2000, Numar persoane, 89
Feminin, Bistrita-Nasaud, Anul 2001, Numar persoane, 51
Feminin, Bistrita-Nasaud, Anul 2002, Numar persoane, 66
Feminin, Bistrita-Nasaud, Anul 2003, Numar persoane, 59
Feminin, Bistrita-Nasaud, Anul 2004, Numar persoane, 99
Feminin, Bistrita-Nasaud, Anul 2005, Numar persoane, 84
Feminin, Bistrita-Nasaud, Anul 2006, Numar persoane, 114
Feminin, Bistrita-Nasaud, Anul 2007, Numar persoane, 87
Feminin, Bistrita-Nasaud, Anul 2008, Numar persoane, 71
Feminin, Bistrita-Nasaud, Anul 2009, Numar persoane, 86
Feminin, Bistrita-Nasaud, Anul 2010, Numar persoane, 60
Feminin, Bistrita-Nasaud, Anul 2011, Numar persoane, 144
Feminin, Bistrita-Nasaud, Anul 2012, Numar persoane, 165
Feminin, Bistrita-Nasaud, Anul 2013, Numar persoane, 164
Feminin, Bistrita-Nasaud, Anul 2014, Numar persoane, 123
Feminin, Bistrita-Nasaud, Anul 2015, Numar persoane, 129
Feminin, Bistrita-Nasaud, Anul 2016, Numar persoane, 205
Feminin, Bistrita-Nasaud, Anul 2017, Numar persoane, 187
Feminin, Bistrita-Nasaud, Anul 2018, Numar persoane, 230
Feminin, Bistrita-Nasaud, Anul 2019, Numar persoane, 200
Feminin, Bistrita-Nasaud, Anul 2020, Numar persoane, 159
Feminin, Bistrita-Nasaud, Anul 2021, Numar persoane, 221
Feminin, Bistrita-Nasaud, Anul 2022, Numar persoane, 309
Feminin, Cluj, Anul 1991, Numar persoane, 843
Feminin, Cluj, Anul 1992, Numar persoane, 612
Feminin, Cluj, Anul 1993, Numar persoane, 306
Feminin, Cluj, Anul 1994, Numar persoane, 275
Feminin, Cluj, Anul 1995, Numar persoane, 534
Feminin, Cluj, Anul 1996, Numar persoane, 423
Feminin, Cluj, Anul 1997, Numar persoane, 356
Feminin, Cluj, Anul 1998, Numar persoane, 337
Feminin, Cluj, Anul 1999, Numar persoane, 327
Feminin, Cluj, Anul 2000, Numar persoane, 332
Feminin, Cluj, Anul 2001, Numar persoane, 260
Feminin, Cluj, Anul 2002, Numar persoane, 298
Feminin, Cluj, Anul 2003, Numar persoane, 336
Feminin, Cluj, Anul 2004, Numar persoane, 401
Feminin, Cluj, Anul 2005, Numar persoane, 295
Feminin, Cluj, Anul 2006, Numar persoane, 351
Feminin, Cluj, Anul 2007, Numar persoane, 216
Feminin, Cluj, Anul 2008, Numar persoane, 248
Feminin, Cluj, Anul 2009, Numar persoane, 275
Feminin, Cluj, Anul 2010, Numar persoane, 216
Feminin, Cluj, Anul 2011, Numar persoane, 297
Feminin, Cluj, Anul 2012, Numar persoane, 293
Feminin, Cluj, Anul 2013, Numar persoane, 293
Feminin, Cluj, Anul 2014, Numar persoane, 195
Feminin, Cluj, Anul 2015, Numar persoane, 320
Feminin, Cluj, Anul 2016, Numar persoane, 422
Feminin, Cluj, Anul 2017, Numar persoane, 435
Feminin, Cluj, Anul 2018, Numar persoane, 492
Feminin, Cluj, Anul 2019, Numar persoane, 491
Feminin, Cluj, Anul 2020, Numar persoane, 308
Feminin, Cluj, Anul 2021, Numar persoane, 496
Feminin, Cluj, Anul 2022, Numar persoane, 671
Feminin, Maramures, Anul 1991, Numar persoane, 551
Feminin, Maramures, Anul 1992, Numar persoane, 342
Feminin, Maramures, Anul 1993, Numar persoane, 214
Feminin, Maramures, Anul 1994, Numar persoane, 189
Feminin, Maramures, Anul 1995, Numar persoane, 335
Feminin, Maramures, Anul 1996, Numar persoane, 256
Feminin, Maramures, Anul 1997, Numar persoane, 225
Feminin, Maramures, Anul 1998, Numar persoane, 136
Feminin, Maramures, Anul 1999, Numar persoane, 86
Feminin, Maramures, Anul 2000, Numar persoane, 144
Feminin, Maramures, Anul 2001, Numar persoane, 99
Feminin, Maramures, Anul 2002, Numar persoane, 97
Feminin, Maramures, Anul 2003, Numar persoane, 159
Feminin, Maramures, Anul 2004, Numar persoane, 212
Feminin, Maramures, Anul 2005, Numar persoane, 168
Feminin, Maramures, Anul 2006, Numar persoane, 198
Feminin, Maramures, Anul 2007, Numar persoane, 129
Feminin, Maramures, Anul 2008, Numar persoane, 100
Feminin, Maramures, Anul 2009, Numar persoane, 157
Feminin, Maramures, Anul 2010, Numar persoane, 104
Feminin, Maramures, Anul 2011, Numar persoane, 165
Feminin, Maramures, Anul 2012, Numar persoane, 171
Feminin, Maramures, Anul 2013, Numar persoane, 210
Feminin, Maramures, Anul 2014, Numar persoane, 150
Feminin, Maramures, Anul 2015, Numar persoane, 191
Feminin, Maramures, Anul 2016, Numar persoane, 262
Feminin, Maramures, Anul 2017, Numar persoane, 285
Feminin, Maramures, Anul 2018, Numar persoane, 309
Feminin, Maramures, Anul 2019, Numar persoane, 238
Feminin, Maramures, Anul 2020, Numar persoane, 195
Feminin, Maramures, Anul 2021, Numar persoane, 360
Feminin, Maramures, Anul 2022, Numar persoane, 465
Feminin, Satu Mare, Anul 1991, Numar persoane, 825
Feminin, Satu Mare, Anul 1992, Numar persoane, 616
Feminin, Satu Mare, Anul 1993, Numar persoane, 335
Feminin, Satu Mare, Anul 1994, Numar persoane, 430
Feminin, Satu Mare, Anul 1995, Numar persoane, 445
Feminin, Satu Mare, Anul 1996, Numar persoane, 393
Feminin, Satu Mare, Anul 1997, Numar persoane, 353
Feminin, Satu Mare, Anul 1998, Numar persoane, 248
Feminin, Satu Mare, Anul 1999, Numar persoane, 184
Feminin, Satu Mare, Anul 2000, Numar persoane, 274
Feminin, Satu Mare, Anul 2001, Numar persoane, 128
Feminin, Satu Mare, Anul 2002, Numar persoane, 143
Feminin, Satu Mare, Anul 2003, Numar persoane, 175
Feminin, Satu Mare, Anul 2004, Numar persoane, 261
Feminin, Satu Mare, Anul 2005, Numar persoane, 202
Feminin, Satu Mare, Anul 2006, Numar persoane, 245
Feminin, Satu Mare, Anul 2007, Numar persoane, 123
Feminin, Satu Mare, Anul 2008, Numar persoane, 129
Feminin, Satu Mare, Anul 2009, Numar persoane, 104
Feminin, Satu Mare, Anul 2010, Numar persoane, 102
Feminin, Satu Mare, Anul 2011, Numar persoane, 152
Feminin, Satu Mare, Anul 2012, Numar persoane, 147
Feminin, Satu Mare, Anul 2013, Numar persoane, 159
Feminin, Satu Mare, Anul 2014, Numar persoane, 128
Feminin, Satu Mare, Anul 2015, Numar persoane, 262
Feminin, Satu Mare, Anul 2016, Numar persoane, 261
Feminin, Satu Mare, Anul 2017, Numar persoane, 253
Feminin, Satu Mare, Anul 2018, Numar persoane, 261
Feminin, Satu Mare, Anul 2019, Numar persoane, 281
Feminin, Satu Mare, Anul 2020, Numar persoane, 150
Feminin, Satu Mare, Anul 2021, Numar persoane, 281
Feminin, Satu Mare, Anul 2022, Numar persoane, 322
